birth_year,birth_month,region,age,n_births,n_valid_status,n_single,n_married,n_widowed,n_separated,n_uniao_estavel,n_unknown,n_dtnascmae_invalid
2013,3,0,19,12758,12601,6906,1828,8,16,3843,157,0
2013,3,1,11,4,4,3,0,0,0,1,0,0
2013,3,1,12,16,16,13,0,0,0,3,0,0
2013,3,1,13,100,94,59,4,1,1,29,6,0
2013,3,1,14,348,339,218,2,0,0,119,9,0
2013,3,1,15,689,677,399,16,0,0,262,12,0
2013,3,1,16,1111,1098,591,33,0,0,474,13,0
2013,3,1,17,1349,1337,634,66,1,2,634,12,0
2013,3,1,18,1574,1551,728,90,3,1,729,23,0
2013,3,1,19,1701,1684,718,173,1,1,791,17,0
2013,3,2,11,3,3,2,0,0,0,1,0,0
2013,3,2,12,27,27,21,0,0,0,6,0,0
2013,3,2,13,220,213,135,7,0,0,71,7,0
2013,3,2,14,618,603,392,13,0,0,198,15,0
2013,3,2,15,1544,1512,916,29,0,0,567,32,0
2013,3,2,16,2554,2511,1425,126,0,4,956,43,0
2013,3,2,17,3381,3307,1786,300,2,6,1213,74,0
2013,3,2,18,3630,3562,1847,419,10,2,1284,68,0
2013,3,2,19,3872,3794,1859,541,3,7,1384,78,0
2013,3,3,12,4,4,4,0,0,0,0,0,0
2013,3,3,13,132,132,120,2,0,0,10,0,0
2013,3,3,14,498,493,425,7,0,0,61,5,0
2013,3,3,15,1386,1368,1127,23,0,1,217,18,0
2013,3,3,16,2329,2305,1763,133,1,2,406,24,0
2013,3,3,17,3315,3279,2390,312,1,3,573,36,0
2013,3,3,18,3950,3902,2706,480,0,5,711,48,0
2013,3,3,19,4557,4514,2975,718,4,3,814,43,0
2013,3,4,11,1,1,1,0,0,0,0,0,0
2013,3,4,12,3,3,3,0,0,0,0,0,0
2013,3,4,13,43,43,31,0,0,0,12,0,0
2013,3,4,14,203,202,151,1,0,0,50,1,0
2013,3,4,15,461,457,333,9,0,1,114,4,0
2013,3,4,16,806,800,504,41,0,1,254,6,0
2013,3,4,17,1111,1104,693,91,0,0,320,7,0
2013,3,4,18,1425,1414,817,186,1,2,408,11,0
2013,3,4,19,1559,1553,834,227,0,3,489,6,0
2013,3,5,12,10,9,9,0,0,0,0,1,0
2013,3,5,13,45,41,31,0,0,0,10,4,0
2013,3,5,14,135,126,86,2,0,0,38,9,0
2013,3,5,15,365,356,230,4,0,1,121,9,0
2013,3,5,16,587,575,357,25,1,1,191,12,0
2013,3,5,17,809,795,454,74,0,0,267,14,0
2013,3,5,18,867,858,454,119,0,0,285,9,0
2013,3,5,19,1069,1056,520,169,0,2,365,13,0
2013,4,0,10,2,2,2,0,0,0,0,0,0
2013,4,0,11,8,8,5,1,0,0,2,0,0
2013,4,0,12,55,54,46,0,0,0,8,1,0
2013,4,0,13,514,507,377,8,0,0,122,7,0
2013,4,0,14,1782,1733,1292,21,0,0,420,49,0
2013,4,0,15,4480,4430,3002,79,1,2,1346,50,0
2013,4,0,16,7289,7199,4724,342,3,8,2122,90,0
2013,4,0,17,9863,9747,5854,848,6,11,3028,116,0
2013,4,0,18,11534,11392,6568,1336,8,14,3466,142,0
2013,4,0,19,12770,12622,6967,1871,12,15,3757,148,0
2013,4,1,10,1,1,1,0,0,0,0,0,0
2013,4,1,11,4,4,2,1,0,0,1,0,0
2013,4,1,12,13,13,12,0,0,0,1,0,0
2013,4,1,13,114,112,65,3,0,0,44,2,0
2013,4,1,14,309,304,202,4,0,0,98,5,0
2013,4,1,15,736,726,405,7,0,0,314,10,0
2013,4,1,16,1090,1078,585,34,1,0,458,12,0
2013,4,1,17,1384,1375,635,80,0,2,658,9,0
2013,4,1,18,1619,1599,711,122,0,4,762,20,0
2013,4,1,19,1729,1707,787,155,0,1,764,22,0
2013,4,2,11,3,3,2,0,0,0,1,0,0
2013,4,2,12,23,22,16,0,0,0,6,1,0
2013,4,2,13,182,178,127,2,0,0,49,4,0
2013,4,2,14,676,654,439,9,0,0,206,22,0
2013,4,2,15,1535,1514,931,26,1,1,555,21,0
2013,4,2,16,2453,2408,1413,126,0,4,865,45,0
2013,4,2,17,3188,3126,1658,283,3,2,1180,62,0
2013,4,2,18,3561,3490,1822,420,2,2,1244,71,0
2013,4,2,19,3886,3811,1867,555,5,7,1377,75,0
2013,4,3,10,1,1,1,0,0,0,0,0,0
2013,4,3,12,13,13,12,0,0,0,1,0,0
2013,4,3,13,124,124,109,2,0,0,13,0,0
2013,4,3,14,495,483,426,3,0,0,54,12,0
2013,4,3,15,1367,1359,1124,25,0,0,210,8,0
2013,4,3,16,2384,2370,1890,105,2,3,370,14,0
2013,4,3,17,3325,3297,2407,306,2,3,579,28,0
2013,4,3,18,3939,3907,2725,489,6,5,682,32,0
2013,4,3,19,4582,4546,2995,739,4,4,804,36,0
2013,4,4,12,1,1,1,0,0,0,0,0,0
2013,4,4,13,43,43,38,0,0,0,5,0,0
2013,4,4,14,171,171,129,1,0,0,41,0,0
2013,4,4,15,464,463,314,10,0,1,138,1,0
2013,4,4,16,806,799,499,40,0,1,259,7,0
2013,4,4,17,1169,1163,698,109,1,3,352,6,0
2013,4,4,18,1449,1438,819,192,0,2,425,11,0
2013,4,4,19,1550,1545,827,236,2,0,480,5,0
2013,4,5,11,1,1,1,0,0,0,0,0,0
2013,4,5,12,5,5,5,0,0,0,0,0,0
2013,4,5,13,51,50,38,1,0,0,11,1,0
2013,4,5,14,131,121,96,4,0,0,21,10,0
2013,4,5,15,378,368,228,11,0,0,129,10,0
2013,4,5,16,556,544,337,37,0,0,170,12,0
2013,4,5,17,797,786,456,70,0,1,259,11,0
2013,4,5,18,966,958,491,113,0,1,353,8,0
2013,4,5,19,1023,1013,491,186,1,3,332,10,0
2013,5,0,10,1,1,0,0,0,0,1,0,0
2013,5,0,11,10,10,10,0,0,0,0,0,0
2013,5,0,12,69,68,54,0,0,0,14,1,0
2013,5,0,13,476,460,343,4,0,0,113,16,0
2013,5,0,14,1905,1860,1356,32,0,0,472,45,0
2013,5,0,15,4643,4580,3151,94,2,2,1331,63,0
2013,5,0,16,7549,7452,4871,330,6,6,2239,97,0
2013,5,0,17,10128,9999,6066,819,4,5,3105,129,0
2013,5,0,18,11875,11733,6757,1360,9,16,3591,142,0
2013,5,0,19,13227,13064,7217,1827,8,25,3987,163,0
2013,5,1,10,1,1,0,0,0,0,1,0,0
2013,5,1,11,6,6,6,0,0,0,0,0,0
2013,5,1,12,19,19,15,0,0,0,4,0,0
2013,5,1,13,82,81,54,0,0,0,27,1,0
2013,5,1,14,309,305,197,3,0,0,105,4,0
2013,5,1,15,710,704,381,11,0,0,312,6,0
2013,5,1,16,1156,1137,595,37,1,1,503,19,0
2013,5,1,17,1459,1433,697,77,1,0,658,26,0
2013,5,1,18,1619,1598,715,112,0,1,770,21,0
2013,5,1,19,1705,1683,729,152,0,4,798,22,0
2013,5,2,11,3,3,3,0,0,0,0,0,0
2013,5,2,12,24,23,18,0,0,0,5,1,0
2013,5,2,13,194,186,126,3,0,0,57,8,0
2013,5,2,14,743,723,469,19,0,0,235,20,0
2013,5,2,15,1620,1591,981,53,0,1,556,29,0
2013,5,2,16,2529,2485,1422,126,3,3,931,44,0
2013,5,2,17,3422,3356,1794,306,3,1,1252,66,0
2013,5,2,18,3777,3721,1943,415,2,2,1359,56,0
2013,5,2,19,4060,3988,1942,559,3,4,1480,72,0
2013,5,3,11,1,1,1,0,0,0,0,0,0
2013,5,3,12,15,15,12,0,0,0,3,0,0
2013,5,3,13,130,127,114,0,0,0,13,3,0
2013,5,3,14,513,507,435,7,0,0,65,6,0
2013,5,3,15,1456,1446,1202,15,0,1,228,10,0
2013,5,3,16,2452,2434,1930,111,2,2,389,18,0
2013,5,3,17,3359,3335,2489,264,0,1,581,24,0
2013,5,3,18,4120,4075,2818,532,2,8,715,45,0
2013,5,3,19,4873,4828,3194,716,5,15,898,45,0
2013,5,4,12,4,4,4,0,0,0,0,0,0
2013,5,4,13,37,37,29,0,0,0,8,0,0
2013,5,4,14,196,196,148,1,0,0,47,0,0
2013,5,4,15,497,492,352,7,1,0,132,5,0
2013,5,4,16,844,842,592,31,0,0,219,2,0
2013,5,4,17,1114,1108,687,91,0,3,327,6,0
2013,5,4,18,1410,1402,790,166,3,2,441,8,0
2013,5,4,19,1553,1540,811,245,0,0,484,13,0
2013,5,5,12,7,7,5,0,0,0,2,0,0
2013,5,5,13,33,29,20,1,0,0,8,4,0
2013,5,5,14,144,129,107,2,0,0,20,15,0
2013,5,5,15,360,347,235,8,1,0,103,13,0
2013,5,5,16,568,554,332,25,0,0,197,14,0
2013,5,5,17,774,767,399,81,0,0,287,7,0
2013,5,5,18,949,937,491,135,2,3,306,12,0
2013,5,5,19,1036,1025,541,155,0,2,327,11,0
2013,6,0,10,2,2,1,0,0,0,1,0,0
2013,6,0,11,5,5,2,0,0,0,3,0,0
2013,6,0,12,62,58,43,1,0,0,14,4,0
2013,6,0,13,529,520,394,9,0,0,117,9,0
2013,6,0,14,1827,1776,1291,21,1,2,461,51,0
2013,6,0,15,4461,4389,3008,88,2,0,1291,72,0
2013,6,0,16,7288,7196,4619,322,2,10,2243,92,0
2013,6,0,17,9484,9392,5696,757,4,11,2924,92,0
2013,6,0,18,11183,11060,6329,1153,6,24,3548,123,0
2013,6,0,19,12423,12255,6641,1759,12,29,3814,168,0
2013,6,1,11,1,1,0,0,0,0,1,0,0
2013,6,1,12,16,14,11,0,0,0,3,2,0
2013,6,1,13,108,107,63,2,0,0,42,1,0
2013,6,1,14,300,289,169,4,0,1,115,11,0
2013,6,1,15,721,709,419,11,0,0,279,12,0
2013,6,1,16,1101,1094,564,28,0,3,499,7,0
2013,6,1,17,1378,1369,669,72,1,1,626,9,0
2013,6,1,18,1517,1500,692,114,1,1,692,17,0
2013,6,1,19,1704,1675,753,152,1,1,768,29,0
2013,6,2,10,2,2,1,0,0,0,1,0,0
2013,6,2,11,4,4,2,0,0,0,2,0,0
2013,6,2,12,29,29,20,0,0,0,9,0,0
2013,6,2,13,222,217,159,2,0,0,56,5,0
2013,6,2,14,723,703,476,11,1,1,214,20,0
2013,6,2,15,1649,1620,974,46,2,0,598,29,0
2013,6,2,16,2508,2470,1399,123,2,5,941,38,0
2013,6,2,17,3167,3122,1666,264,1,5,1186,45,0
2013,6,2,18,3609,3543,1805,361,2,8,1367,66,0
2013,6,2,19,3829,3760,1816,509,3,7,1425,69,0
2013,6,3,12,12,11,9,1,0,0,1,1,0
2013,6,3,13,112,112,104,2,0,0,6,0,0
2013,6,3,14,518,512,445,5,0,0,62,6,0
2013,6,3,15,1318,1304,1093,18,0,0,193,14,0
2013,6,3,16,2355,2330,1837,111,0,1,381,25,0
2013,6,3,17,3150,3124,2306,260,1,2,555,26,0
2013,6,3,18,3811,3787,2650,403,1,10,723,24,0
2013,6,3,19,4375,4330,2771,724,5,13,817,45,0
2013,6,4,12,2,2,2,0,0,0,0,0,0
2013,6,4,13,43,40,33,1,0,0,6,3,0
2013,6,4,14,163,163,120,1,0,0,42,0,0
2013,6,4,15,429,429,307,2,0,0,120,0,0
2013,6,4,16,758,754,488,29,0,1,236,4,0
2013,6,4,17,1113,1109,706,93,1,1,308,4,0
2013,6,4,18,1370,1363,749,145,2,2,465,7,0
2013,6,4,19,1476,1467,814,193,2,4,454,9,0
2013,6,5,12,3,2,1,0,0,0,1,1,0
2013,6,5,13,44,44,35,2,0,0,7,0,0
2013,6,5,14,123,109,81,0,0,0,28,14,0
2013,6,5,15,344,327,215,11,0,0,101,17,0
2013,6,5,16,566,548,331,31,0,0,186,18,0
2013,6,5,17,676,668,349,68,0,2,249,8,0
2013,6,5,18,876,867,433,130,0,3,301,9,0
2013,6,5,19,1039,1023,487,181,1,4,350,16,0
2013,7,0,11,5,5,4,0,0,0,1,0,0
2013,7,0,12,59,58,48,1,0,0,9,1,0
2013,7,0,13,464,459,347,7,0,0,105,5,0
2013,7,0,14,1814,1775,1334,19,2,1,419,39,0
2013,7,0,15,4282,4218,2894,77,2,1,1244,64,0
2013,7,0,16,7217,7123,4612,299,2,4,2206,94,0
2013,7,0,17,9678,9574,5771,778,4,11,3010,104,0
2013,7,0,18,11318,11189,6406,1226,12,13,3532,129,0
2013,7,0,19,12358,12212,6705,1689,16,14,3788,146,0
2013,7,1,11,2,2,1,0,0,0,1,0,0
2013,7,1,12,8,8,6,0,0,0,2,0,0
2013,7,1,13,104,102,69,4,0,0,29,2,0
2013,7,1,14,316,311,211,4,0,1,95,5,0
2013,7,1,15,663,653,370,7,1,0,275,10,0
2013,7,1,16,1104,1091,580,32,0,0,479,13,0
2013,7,1,17,1386,1367,639,72,0,2,654,19,0
2013,7,1,18,1557,1538,717,142,1,1,677,19,0
2013,7,1,19,1664,1639,717,138,2,4,778,25,0
2013,7,2,11,1,1,1,0,0,0,0,0,0
2013,7,2,12,33,32,25,1,0,0,6,1,0
2013,7,2,13,179,178,130,1,0,0,47,1,0
2013,7,2,14,652,635,417,8,2,0,208,17,0
2013,7,2,15,1523,1495,888,36,1,0,570,28,0
2013,7,2,16,2571,2516,1449,115,1,2,949,55,0
2013,7,2,17,3292,3243,1761,264,1,3,1214,49,0
2013,7,2,18,3665,3600,1808,391,4,6,1391,65,0
2013,7,2,19,3875,3812,1900,506,7,5,1394,63,0
2013,7,3,11,1,1,1,0,0,0,0,0,0
2013,7,3,12,8,8,8,0,0,0,0,0,0
2013,7,3,13,109,109,94,1,0,0,14,0,0
2013,7,3,14,527,520,458,4,0,0,58,7,0
2013,7,3,15,1323,1310,1108,14,0,1,187,13,0
2013,7,3,16,2223,2208,1755,83,1,1,368,15,0
2013,7,3,17,3148,3122,2290,260,2,3,567,26,0
2013,7,3,18,3780,3756,2615,435,4,2,700,24,0
2013,7,3,19,4318,4284,2804,647,3,4,826,34,0
2013,7,4,11,1,1,1,0,0,0,0,0,0
2013,7,4,12,6,6,5,0,0,0,1,0,0
2013,7,4,13,41,40,32,0,0,0,8,1,0
2013,7,4,14,181,180,140,1,0,0,39,1,0
2013,7,4,15,443,442,321,8,0,0,113,1,0
2013,7,4,16,763,761,498,39,0,0,224,2,0
2013,7,4,17,1103,1101,667,92,0,2,340,2,0
2013,7,4,18,1389,1381,790,132,2,3,454,8,0
2013,7,4,19,1484,1477,805,202,2,0,468,7,0
2013,7,5,12,4,4,4,0,0,0,0,0,0
2013,7,5,13,31,30,22,1,0,0,7,1,0
2013,7,5,14,138,129,108,2,0,0,19,9,0
2013,7,5,15,330,318,207,12,0,0,99,12,0
2013,7,5,16,556,547,330,30,0,1,186,9,0
2013,7,5,17,749,741,414,90,1,1,235,8,0
2013,7,5,18,927,914,476,126,1,1,310,13,0
2013,7,5,19,1017,1000,479,196,2,1,322,17,0
2013,8,0,10,1,1,0,0,0,0,1,0,0
2013,8,0,11,4,4,4,0,0,0,0,0,0
2013,8,0,12,56,54,43,0,0,0,11,2,0
2013,8,0,13,461,448,349,3,0,0,96,13,0
2013,8,0,14,1896,1852,1378,20,0,2,452,44,0
2013,8,0,15,4421,4345,3065,65,1,4,1210,76,0
2013,8,0,16,7201,7096,4509,291,6,5,2285,105,0
2013,8,0,17,9350,9253,5574,723,2,8,2946,97,0
2013,8,0,18,10786,10647,6027,1181,5,12,3422,139,0
2013,8,0,19,12177,12035,6669,1630,9,22,3705,142,0
2013,8,1,10,1,1,0,0,0,0,1,0,0
2013,8,1,12,13,13,9,0,0,0,4,0,0
2013,8,1,13,108,104,75,1,0,0,28,4,0
2013,8,1,14,339,329,223,0,0,1,105,10,0
2013,8,1,15,720,704,402,10,0,2,290,16,0
2013,8,1,16,1133,1109,554,22,2,1,530,24,0
2013,8,1,17,1369,1351,644,83,1,1,622,18,0
2013,8,1,18,1518,1484,668,108,0,2,706,34,0
2013,8,1,19,1760,1726,775,139,0,1,811,34,0
2013,8,2,11,4,4,4,0,0,0,0,0,0
2013,8,2,12,26,25,20,0,0,0,5,1,0
2013,8,2,13,153,152,108,1,0,0,43,1,0
2013,8,2,14,703,687,447,13,0,1,226,16,0
2013,8,2,15,1547,1514,964,31,0,2,517,33,0
2013,8,2,16,2487,2441,1340,113,4,3,981,46,0
2013,8,2,17,3185,3137,1644,254,0,0,1239,48,0
2013,8,2,18,3452,3399,1658,398,3,2,1338,53,0
2013,8,2,19,3658,3599,1774,471,4,7,1343,59,0
2013,8,3,12,9,8,8,0,0,0,0,1,0
2013,8,3,13,127,124,113,0,0,0,11,3,0
2013,8,3,14,503,496,440,2,0,0,54,7,0
2013,8,3,15,1360,1348,1127,13,1,0,207,12,0
2013,8,3,16,2250,2235,1787,86,0,1,361,15,0
2013,8,3,17,3014,2996,2226,229,1,1,539,18,0
2013,8,3,18,3613,3581,2493,406,2,3,677,32,0
2013,8,3,19,4293,4264,2849,656,2,11,746,29,0
2013,8,4,12,4,4,3,0,0,0,1,0,0
2013,8,4,13,36,36,28,0,0,0,8,0,0
2013,8,4,14,197,197,151,1,0,0,45,0,0
2013,8,4,15,446,446,327,4,0,0,115,0,0
2013,8,4,16,798,787,509,48,0,0,230,11,0
2013,8,4,17,1087,1080,672,96,0,4,308,7,0
2013,8,4,18,1354,1344,767,152,0,3,422,10,0
2013,8,4,19,1471,1463,801,200,3,0,459,8,0
2013,8,5,12,4,4,3,0,0,0,1,0,0
2013,8,5,13,37,32,25,1,0,0,6,5,0
2013,8,5,14,154,143,117,4,0,0,22,11,0
2013,8,5,15,348,333,245,7,0,0,81,15,0
2013,8,5,16,533,524,319,22,0,0,183,9,0
2013,8,5,17,695,689,388,61,0,2,238,6,0
2013,8,5,18,849,839,441,117,0,2,279,10,0
2013,8,5,19,995,983,470,164,0,3,346,12,0
2013,9,0,10,1,1,1,0,0,0,0,0,0
2013,9,0,11,5,5,5,0,0,0,0,0,0
2013,9,0,12,61,60,53,0,0,0,7,1,0
2013,9,0,13,463,450,345,6,0,2,97,13,0
2013,9,0,14,1821,1791,1320,28,0,2,441,30,0
2013,9,0,15,4368,4294,2958,76,1,4,1255,74,0
2013,9,0,16,7024,6944,4401,337,3,8,2195,80,0
2013,9,0,17,9288,9163,5489,718,4,11,2941,125,0
2013,9,0,18,10982,10847,6201,1211,10,14,3411,135,0
2013,9,0,19,11982,11818,6435,1604,8,17,3754,164,0
2013,9,1,10,1,1,1,0,0,0,0,0,0
2013,9,1,11,2,2,2,0,0,0,0,0,0
2013,9,1,12,15,14,12,0,0,0,2,1,0
2013,9,1,13,101,97,63,1,0,0,33,4,0
2013,9,1,14,360,353,222,4,0,0,127,7,0
2013,9,1,15,769,759,416,10,0,0,333,10,0
2013,9,1,16,1190,1179,599,40,1,1,538,11,0
2013,9,1,17,1416,1398,679,63,2,1,653,18,0
2013,9,1,18,1625,1604,780,117,2,2,703,21,0
2013,9,1,19,1788,1758,786,156,1,3,812,30,0
2013,9,2,11,2,2,2,0,0,0,0,0,0
2013,9,2,12,19,19,17,0,0,0,2,0,0
2013,9,2,13,188,181,128,3,0,1,49,7,0
2013,9,2,14,629,617,418,14,0,1,184,12,0
2013,9,2,15,1591,1549,943,39,1,2,564,42,0
2013,9,2,16,2453,2413,1365,123,0,2,923,40,0
2013,9,2,17,3213,3156,1646,260,1,4,1245,57,0
2013,9,2,18,3677,3609,1810,399,4,8,1388,68,0
2013,9,2,19,3745,3667,1757,486,3,4,1417,78,0
2013,9,3,11,1,1,1,0,0,0,0,0,0
2013,9,3,12,11,11,10,0,0,0,1,0,0
2013,9,3,13,108,108,99,1,0,1,7,0,0
2013,9,3,14,480,476,422,5,0,0,49,4,0
2013,9,3,15,1236,1229,1055,14,0,1,159,7,0
2013,9,3,16,2067,2052,1648,99,2,1,302,15,0
2013,9,3,17,2932,2902,2189,219,1,4,489,30,0
2013,9,3,18,3536,3509,2451,433,2,2,621,27,0
2013,9,3,19,4092,4057,2666,633,3,6,749,35,0
2013,9,4,12,7,7,7,0,0,0,0,0,0
2013,9,4,13,44,44,40,0,0,0,4,0,0
2013,9,4,14,183,182,126,1,0,1,54,1,0
2013,9,4,15,448,444,317,3,0,0,124,4,0
2013,9,4,16,764,762,462,43,0,3,254,2,0
2013,9,4,17,1019,1013,593,98,0,0,322,6,0
2013,9,4,18,1296,1287,730,148,0,0,409,9,0
2013,9,4,19,1400,1390,733,193,0,1,463,10,0
2013,9,5,12,9,9,7,0,0,0,2,0,0
2013,9,5,13,22,20,15,1,0,0,4,2,0
2013,9,5,14,169,163,132,4,0,0,27,6,0
2013,9,5,15,324,313,227,10,0,1,75,11,0
2013,9,5,16,550,538,327,32,0,1,178,12,0
2013,9,5,17,708,694,382,78,0,2,232,14,0
2013,9,5,18,848,838,430,114,2,2,290,10,0
2013,9,5,19,957,946,493,136,1,3,313,11,0
2013,10,0,11,3,3,3,0,0,0,0,0,0
2013,10,0,12,54,53,37,0,0,0,16,1,0
2013,10,0,13,426,417,310,2,0,1,104,9,0
2013,10,0,14,1747,1725,1236,23,0,4,462,22,0
2013,10,0,15,4080,4015,2757,68,0,8,1182,65,0
2013,10,0,16,6919,6828,4307,272,2,14,2233,91,0
2013,10,0,17,9145,9015,5336,735,5,14,2925,130,0
2013,10,0,18,10925,10777,6047,1272,12,34,3412,148,0
